ID,Num_Atoms,Tag,GDB_Index,A,B,C,Dipole,Alpha,HOMO,LUMO,Gap,R^2,ZPVE,U0,U298,H298,G298,Cv,SMILES,InChI,canonical_smiles,split
dsgdb9nsd_041193,21,gdb,41193,2.82755,1.68812,1.53978,1.3753,82.86,-0.2283,0.0723,0.3005,982.4172,0.185543,-386.99711,-386.990151,-386.989207,-387.027895,30.041,C1CC23CC(OCC2)C13,"InChI=1S/C8H12O/c1-2-8-3-4-9-7(5-8)6(1)8/h6-7H,1-5H2	InChI=1S/C8H12O/c1-2-8-3-4-9-7(5-8)6(1)8/h6-7H,1-5H2/t6-,7-,8+/m1/s1",C1CC23CCC2C(C3)O1,train
dsgdb9nsd_041194,19,gdb,41194,2.93471,1.78957,1.62367,1.5924,75.74,-0.2355,0.0676,0.3031,920.03,0.161265,-422.925043,-422.918306,-422.917362,-422.955626,28.73,C1CC23CC(OCO2)C13,"InChI=1S/C7H10O2/c1-2-7-3-6(5(1)7)8-4-9-7/h5-6H,1-4H2	InChI=1S/C7H10O2/c1-2-7-3-6(5(1)7)8-4-9-7/h5-6H,1-4H2/t5-,6-,7+/m1/s1",C1OC2CC3(CCC23)O1,train
dsgdb9nsd_041195,21,gdb,41195,3.11588,1.69561,1.4227,1.6361,81.22,-0.2344,0.0848,0.3192,1002.9424,0.185806,-387.068857,-387.061829,-387.060885,-387.099743,29.964,C1CC23CCCC(O2)C13,"InChI=1S/C8H12O/c1-2-7-6-3-5-8(6,4-1)9-7/h6-7H,1-5H2	InChI=1S/C8H12O/c1-2-7-6-3-5-8(6,4-1)9-7/h6-7H,1-5H2/t6-,7-,8-/m1/s1",C1CC2OC3(C1)CCC23,test
dsgdb9nsd_041196,20,gdb,41196,2.90243,1.78141,1.60691,0.2154,79.8,-0.1994,0.0648,0.2642,943.8122,0.173299,-403.022086,-403.015168,-403.014224,-403.052828,29.644,C1CC23CN(CCO2)C13,"InChI=1S/C7H11NO/c1-2-7-5-8(6(1)7)3-4-9-7/h6H,1-5H2	InChI=1S/C7H11NO/c1-2-7-5-8(6(1)7)3-4-9-7/h6H,1-5H2/t6-,7-/m0/s1",C1CN2CC3(CCC23)O1,train
dsgdb9nsd_041197,19,gdb,41197,3.27837,1.71617,1.46012,1.468,74.45,-0.2347,0.0869,0.3216,951.249,0.161612,-422.98073,-422.973918,-422.972973,-423.011509,28.416,C1CC23COCC(O2)C13,"InChI=1S/C7H10O2/c1-2-7-4-8-3-6(9-7)5(1)7/h5-6H,1-4H2	InChI=1S/C7H10O2/c1-2-7-4-8-3-6(9-7)5(1)7/h5-6H,1-4H2/t5-,6-,7+/m1/s1",C1OCC23CCC2C1O3,train
dsgdb9nsd_041198,18,gdb,41198,2.97191,1.76168,1.5768,2.0496,72.6,-0.2365,0.0339,0.2703,917.1337,0.149613,-438.937,-438.930218,-438.929273,-438.967837,28.047,C1NC2C3COCC12O3,"InChI=1S/C6H9NO2/c1-4-5-6(9-4,2-7-5)3-8-1/h4-5,7H,1-3H2	InChI=1S/C6H9NO2/c1-4-5-6(9-4,2-7-5)3-8-1/h4-5,7H,1-3H2/t4-,5+,6+/m1/s1",C1OCC23CNC2C1O3,train
dsgdb9nsd_041199,21,gdb,41199,2.77743,1.69945,1.50971,2.0288,81.95,-0.2346,0.0554,0.29,989.406,0.185532,-386.986886,-386.979852,-386.978907,-387.017782,30.187,C1OC23CC(CCC2)C13,"InChI=1S/C8H12O/c1-2-6-4-8(3-1)7(6)5-9-8/h6-7H,1-5H2	InChI=1S/C8H12O/c1-2-6-4-8(3-1)7(6)5-9-8/h6-7H,1-5H2/t6-,7-,8-/m1/s1",C1CC2CC3(C1)OCC23,train
dsgdb9nsd_041200,19,gdb,41200,2.85201,1.7713,1.56756,2.0582,75.12,-0.2367,0.0433,0.2801,932.9393,0.161524,-422.902951,-422.896159,-422.895214,-422.933731,28.529,C1OC23CC(COC2)C13,"InChI=1S/C7H10O2/c1-5-2-8-4-7(1)6(5)3-9-7/h5-6H,1-4H2	InChI=1S/C7H10O2/c1-5-2-8-4-7(1)6(5)3-9-7/h5-6H,1-4H2/t5-,6+,7-/m0/s1",C1OCC23CC1C2CO3,train
dsgdb9nsd_041201,19,gdb,41201,2.93631,1.70759,1.54134,0.7111,75.09,-0.2411,0.0482,0.2893,940.3621,0.161291,-422.905699,-422.898892,-422.897948,-422.936436,28.799,C1OC23CC(OCC2)C13,"InChI=1S/C7H10O2/c1-2-8-6-3-7(1)5(6)4-9-7/h5-6H,1-4H2	InChI=1S/C7H10O2/c1-2-8-6-3-7(1)5(6)4-9-7/h5-6H,1-4H2/t5-,6-,7-/m1/s1",C1CC23CC(O1)C2CO3,train
dsgdb9nsd_041202,20,gdb,41202,2.83179,1.74088,1.54215,1.4909,78.84,-0.2103,0.042,0.2523,958.6771,0.173224,-403.004176,-402.997159,-402.996214,-403.03507,29.808,C1OC23CN(CCC2)C13,"InChI=1S/C7H11NO/c1-2-7-5-8(3-1)6(7)4-9-7/h6H,1-5H2	InChI=1S/C7H11NO/c1-2-7-5-8(3-1)6(7)4-9-7/h6H,1-5H2/t6-,7+/m0/s1",C1CN2CC3(C1)OCC23,train
dsgdb9nsd_041203,21,gdb,41203,2.71278,1.73218,1.54808,1.8861,82.29,-0.2354,0.0568,0.2922,982.2554,0.18555,-386.984475,-386.977459,-386.976515,-387.015367,30.048,C1OC2C3CC12CCC3,"InChI=1S/C8H12O/c1-2-6-4-8(3-1)5-9-7(6)8/h6-7H,1-5H2	InChI=1S/C8H12O/c1-2-6-4-8(3-1)5-9-7(6)8/h6-7H,1-5H2/t6-,7-,8+/m1/s1",C1CC2CC3(C1)COC23,test
dsgdb9nsd_041204,19,gdb,41204,2.8685,1.74027,1.57719,1.8869,75.37,-0.2364,0.0454,0.2818,934.1076,0.161266,-422.903551,-422.89674,-422.895796,-422.934307,28.702,C1OC2C3CC12CCO3,"InChI=1S/C7H10O2/c1-2-8-5-3-7(1)4-9-6(5)7/h5-6H,1-4H2	InChI=1S/C7H10O2/c1-2-8-5-3-7(1)4-9-6(5)7/h5-6H,1-4H2/t5-,6-,7+/m1/s1",C1CC23COC2C(C3)O1,test
dsgdb9nsd_041205,19,gdb,41205,2.82383,1.77374,1.57981,2.7381,75.64,-0.2397,0.0493,0.289,934.5581,0.161331,-422.900237,-422.89336,-422.892416,-422.931201,28.475,C1OC2C3CC12COC3,"InChI=1S/C7H10O2/c1-5-2-8-3-7(1)4-9-6(5)7/h5-6H,1-4H2	InChI=1S/C7H10O2/c1-5-2-8-3-7(1)4-9-6(5)7/h5-6H,1-4H2/t5-,6+,7+/m0/s1",C1OCC23COC2C1C3,train
dsgdb9nsd_041207,17,gdb,41207,2.96079,1.849,1.67849,1.7936,68.37,-0.2414,0.0367,0.2781,870.7553,0.136972,-458.829576,-458.823045,-458.8221,-458.860055,27.301,C1OC2C3CC12OCO3,"InChI=1S/C6H8O3/c1-4-5-6(1,2-7-5)9-3-8-4/h4-5H,1-3H2	InChI=1S/C6H8O3/c1-4-5-6(1,2-7-5)9-3-8-4/h4-5H,1-3H2/t4-,5-,6-/m1/s1",C1OC2CC3(COC23)O1,train
dsgdb9nsd_041208,19,gdb,41208,2.86672,1.73278,1.54642,0.7061,75.33,-0.2459,0.0279,0.2738,947.1977,0.16081,-422.895123,-422.888174,-422.88723,-422.926036,29.126,C1OC2C3CCCC12O3,"InChI=1S/C7H10O2/c1-2-5-6-7(3-1,9-5)4-8-6/h5-6H,1-4H2	InChI=1S/C7H10O2/c1-2-5-6-7(3-1,9-5)4-8-6/h5-6H,1-4H2/t5-,6+,7-/m1/s1",C1CC2OC3(C1)COC23,test
dsgdb9nsd_041209,18,gdb,41209,2.90697,1.77255,1.57262,2.4065,72.64,-0.2336,0.0357,0.2693,917.1014,0.149586,-438.931185,-438.924376,-438.923432,-438.962066,28.075,C1OC2C3COCC12N3,"InChI=1S/C6H9NO2/c1-4-5-6(7-4,2-8-1)3-9-5/h4-5,7H,1-3H2	InChI=1S/C6H9NO2/c1-4-5-6(7-4,2-8-1)3-9-5/h4-5,7H,1-3H2/t4-,5+,6-/m1/s1",C1OCC23COC2C1N3,train
dsgdb9nsd_041210,17,gdb,41210,2.99003,1.77172,1.57608,1.0012,68.72,-0.2458,0.0194,0.2652,900.1683,0.13659,-458.808679,-458.801909,-458.800965,-458.839555,27.564,C1OC2C3COCC12O3,"InChI=1S/C6H8O3/c1-4-5-6(9-4,2-7-1)3-8-5/h4-5H,1-3H2	InChI=1S/C6H8O3/c1-4-5-6(9-4,2-7-1)3-8-5/h4-5H,1-3H2/t4-,5+,6-/m1/s1",C1OCC23COC2C1O3,train
dsgdb9nsd_041211,21,gdb,41211,2.7219,1.81291,1.5778,1.1985,92.09,-0.182,-0.0429,0.1391,966.8954,0.185246,-349.876292,-349.869273,-349.868329,-349.906915,30.822,C1CC23CC4(CCC24)C13,"InChI=1S/C9H12/c1-3-8-5-9(6(1)8)4-2-7(8)9/h6-7H,1-5H2	InChI=1S/C9H12/c1-3-8-5-2-6-9(4-1)7-8/h3,6H,1-2,4-5,7H2",C1CC23CC4(CCC24)C13,train
dsgdb9nsd_041212,20,gdb,41212,2.99477,1.80343,1.43363,1.5711,85.22,-0.204,-0.0207,0.1833,975.411,0.174878,-365.992852,-365.986008,-365.985064,-366.023458,29.528,C1CC23CC4(CCN24)C13,"InChI=1S/C8H11N/c1-2-7-5-8(6(1)7)3-4-9(7)8/h6H,1-5H2	InChI=1S/C8H11N/c1-2-7-4-5-9-8(3-1)6-7/h2H,1,3-6H2",C1CC23CC4(CCN24)C13,train
dsgdb9nsd_041213,19,gdb,41213,2.78179,1.8607,1.62683,0.9014,85.25,-0.186,-0.0492,0.1368,916.2013,0.16093,-385.797229,-385.790331,-385.789387,-385.827844,29.506,C1CC23CC4(COC24)C13,"InChI=1S/C8H10O/c1-2-7-3-8(5(1)7)4-9-6(7)8/h5-6H,1-4H2	InChI=1S/C8H10O/c1-2-7-4-8(3-1)6-9-5-7/h2,6H,1,3-5H2",C1CC23CC4(COC24)C13,train
dsgdb9nsd_041214,18,gdb,41214,3.95798,1.47338,1.44343,0.9938,78.74,-0.2197,0.0323,0.252,967.6077,0.147222,-401.717694,-401.710886,-401.709942,-401.748314,28.912,C1CC23CC4(COC24)N13,"InChI=1S/C7H9NO/c1-2-8-6(1)3-7(8)4-9-5(6)7/h5H,1-4H2	InChI=1S/C7H9NO/c1-2-8-6(1)3-7(8)4-9-5(6)7/h5H,1-4H2/t5-,6+,7+/m0/s1",C1CC23CC4(COC24)N13,test
dsgdb9nsd_041215,19,gdb,41215,2.77122,1.91532,1.65478,2.2594,84.89,-0.1814,-0.055,0.1264,908.3034,0.161157,-385.796038,-385.789236,-385.788292,-385.826517,29.435,C1CC23CC4(OCC24)C13,"InChI=1S/C8H10O/c1-2-7-4-8(5(1)7)6(7)3-9-8/h5-6H,1-4H2	InChI=1S/C8H10O/c1-2-7-4-5-9-8(3-1)6-7/h3-4H,1-2,5-6H2",C1CC23CC4(OCC24)C13,train
dsgdb9nsd_041216,18,gdb,41216,2.31722,1.92318,1.1323,3.9075,79.07,-0.2351,-0.0074,0.2277,1069.4335,0.149024,-401.925032,-401.917348,-401.916404,-401.957984,29.456,C1CC23NC4(COC24)C13,"InChI=1S/C7H9NO/c1-2-6-4(1)7(8-6)3-9-5(6)7/h4-5,8H,1-3H2	InChI=1S/C7H9NO/c8-6-3-1-2-5-4-9-7(5)6/h2,7-8H,1,3-4H2/t7-/m1/s1",C1CC23NC4(COC24)C13,test
dsgdb9nsd_041217,19,gdb,41217,2.28185,1.86001,1.09825,2.5735,81.9,-0.2268,-0.0121,0.2147,1107.676,0.160329,-385.909996,-385.902122,-385.901177,-385.943223,30.485,C1CC23OC4(CCC24)C13,"InChI=1S/C8H10O/c1-3-7-5(1)8(9-7)4-2-6(7)8/h5-6H,1-4H2	InChI=1S/C8H10O/c9-8-3-1-2-6-4-5-7(6)8/h2,7H,1,3-5H2/t7-/m1/s1",C1CC23OC4(CCC24)C13,train
dsgdb9nsd_041219,17,gdb,41219,2.36173,1.90655,1.1476,4.1669,74.4,-0.2282,-0.021,0.2072,1045.666,0.136435,-421.820059,-421.812464,-421.81152,-421.852688,28.789,C1CC23OC4(COC24)C13,"InChI=1S/C7H8O2/c1-2-6-4(1)7(9-6)3-8-5(6)7/h4-5H,1-3H2	InChI=1S/C7H8O2/c8-6-3-1-2-5-4-9-7(5)6/h2,7H,1,3-4H2/t7-/m1/s1",C1CC23OC4(COC24)C13,test
dsgdb9nsd_041220,17,gdb,41220,2.45503,1.86444,1.1441,3.997,76.71,-0.1917,-0.0137,0.178,1042.8733,0.138055,-417.98324,-417.975635,-417.974691,-418.015488,29.226,C1NC2C11OC22CNC12,"InChI=1S/C6H8N2O/c1-5-3(7-1)6(9-5)2-8-4(5)6/h3-4,7-8H,1-2H2	InChI=1S/C6H8N2O/c9-5-3-7-1-4-2-8-6(4)5/h1,6-8H,2-3H2/t6-/m1/s1",C1NC2C13OC21CNC31,train
dsgdb9nsd_041221,16,gdb,41221,2.39946,1.91904,1.13183,2.6346,71.35,-0.2208,-0.0252,0.1956,1028.7226,0.125281,-437.857204,-437.849738,-437.848794,-437.889616,28.164,C1NC2C11OC22COC12,"InChI=1S/C6H7NO2/c1-5-3(7-1)6(9-5)2-8-4(5)6/h3-4,7H,1-2H2	InChI=1S/C6H7NO2/c8-5-3-9-2-4-1-7-6(4)5/h2,6-7H,1,3H2/t6-/m1/s1",C1NC2C13OC21COC31,train
dsgdb9nsd_041222,17,gdb,41222,2.6252,1.42404,1.18858,3.6583,74.45,-0.2371,-0.0373,0.1998,1091.3029,0.134413,-421.793571,-421.785358,-421.784413,-421.82701,30.481,C1OC23CC4(COC24)C13,"InChI=1S/C7H8O2/c1-4-6-2-7(4,9-1)5(6)8-3-6/h4-5H,1-3H2	InChI=1S/C7H8O2/c1-2-7-3-5(8)6(7)9-4-7/h2,6H,1,3-4H2/t6-,7-/m0/s1",C1OC23CC4(COC42)C13,train
dsgdb9nsd_041223,17,gdb,41223,2.47244,1.92562,1.1616,1.1972,76.46,-0.215,0.0163,0.2314,1031.1293,0.13673,-421.799561,-421.792101,-421.791157,-421.831638,29.087,C1OC23CC4(OCC24)C13,"InChI=1S/C7H8O2/c1-4-6(8-1)3-7(4)5(6)2-9-7/h4-5H,1-3H2	InChI=1S/C7H8O2/c1-5-6-4-9-7(6)2-3-8-5/h2,6H,1,3-4H2/t6-/m0/s1",C1OC23CC4(OCC24)C13,train
dsgdb9nsd_041224,17,gdb,41224,3.1067,1.84898,1.51037,0.4816,75.17,-0.1954,-0.0323,0.1631,894.416,0.138194,-421.768427,-421.761779,-421.760835,-421.79901,27.698,C1OC2C11CC22COC12,"InChI=1S/C7H8O2/c1-6-2-8-4(6)7(1)3-9-5(6)7/h4-5H,1-3H2	InChI=1S/C7H8O2/c1-6-2-8-4-7(1)5-9-3-6/h2,5H,1,3-4H2",C1OC2C13CC21COC31,train
dsgdb9nsd_041225,16,gdb,41225,3.21195,1.87238,1.51736,1.5037,71.71,-0.1988,-0.0284,0.1704,873.5296,0.126842,-437.810987,-437.804477,-437.803533,-437.841494,26.922,C1OC2C11NC22COC12,"InChI=1S/C6H7NO2/c1-5-3(8-1)6(7-5)2-9-4(5)6/h3-4,7H,1-2H2	InChI=1S/C6H7NO2/c1-5-2-9-4-6(7-5)3-8-1/h1,4,7H,2-3H2",C1OC2C13NC21COC31,train
dsgdb9nsd_041226,15,gdb,41226,2.45615,1.93284,1.16641,2.9525,67.48,-0.2314,-0.0324,0.1989,995.0711,0.112566,-457.733358,-457.725983,-457.725039,-457.765763,27.258,C1OC2C11OC22COC12,"InChI=1S/C6H6O3/c1-5-3(7-1)6(9-5)2-8-4(5)6/h3-4H,1-2H2	InChI=1S/C6H6O3/c7-5-3-8-1-4-2-9-6(4)5/h1,6H,2-3H2/t6-/m1/s1",C1OC2C13OC21COC31,train
dsgdb9nsd_041228,21,gdb,41228,3.18771,1.79424,1.67475,0.0614,84.46,-0.2535,0.0913,0.3448,926.6002,0.187496,-349.929719,-349.923507,-349.922563,-349.959687,28.27,C1CC23CC4C(C2)C4C13,"InChI=1S/C9H12/c1-2-9-3-5-6(4-9)8(5)7(1)9/h5-8H,1-4H2	InChI=1S/C9H12/c1-2-9-3-5-6(4-9)8(5)7(1)9/h5-8H,1-4H2/t5-,6+,7-,8-,9+/m1/s1",C1CC23CC4C(C2)C4C13,train
dsgdb9nsd_041229,20,gdb,41229,3.22649,1.8448,1.71648,1.6629,80.51,-0.2256,0.0863,0.3119,897.0684,0.175641,-365.967214,-365.961094,-365.960149,-365.99714,27.496,C1CC23CC4C(C2)N4C13,"InChI=1S/C8H11N/c1-2-8-3-5-6(4-8)9(5)7(1)8/h5-7H,1-4H2	InChI=1S/C8H11N/c1-2-8-3-5-6(4-8)9(5)7(1)8/h5-7H,1-4H2/t5-,6+,7-,8+,9?/m0/s1",C1CC23CC4C(C2)N4C13,train
dsgdb9nsd_041230,19,gdb,41230,3.31582,1.88949,1.73882,1.3122,77.2,-0.228,0.0879,0.3159,873.726,0.163017,-385.854603,-385.848574,-385.84763,-385.884472,27.004,C1CC23CC4C(O2)C4C13,"InChI=1S/C8H10O/c1-2-8-3-4-6(5(1)8)7(4)9-8/h4-7H,1-3H2	InChI=1S/C8H10O/c1-2-8-3-4-6(5(1)8)7(4)9-8/h4-7H,1-3H2/t4-,5-,6-,7-,8+/m1/s1",C1CC23CC4C(O2)C4C13,train
dsgdb9nsd_041231,18,gdb,41231,3.39164,1.8454,1.72496,1.4047,72.9,-0.2282,0.0664,0.2945,856.8546,0.151787,-401.87768,-401.87182,-401.870876,-401.907471,25.838,C1OC23CC4C(C12)N4C3,"InChI=1S/C7H9NO/c1-5-6-4-2-9-7(1,4)3-8(5)6/h4-6H,1-3H2	InChI=1S/C7H9NO/c1-5-6-4-2-9-7(1,4)3-8(5)6/h4-6H,1-3H2/t4-,5-,6+,7+,8?/m0/s1",C1OC23CC4C(C12)N4C3,train
dsgdb9nsd_041232,19,gdb,41232,3.28963,1.82145,1.7178,1.8653,76.75,-0.2414,0.0775,0.3189,879.8784,0.163468,-385.839954,-385.833977,-385.833032,-385.869791,26.777,C1OC23CC4C(C2)C4C13,"InChI=1S/C8H10O/c1-4-5-2-8(1)6(3-9-8)7(4)5/h4-7H,1-3H2	InChI=1S/C8H10O/c1-4-5-2-8(1)6(3-9-8)7(4)5/h4-7H,1-3H2/t4-,5+,6-,7-,8-/m1/s1",C1OC23CC4C(C2)C4C13,test
dsgdb9nsd_041233,18,gdb,41233,3.32928,1.86673,1.75627,1.0156,72.94,-0.2329,0.0625,0.2954,852.38,0.151611,-401.873678,-401.867805,-401.86686,-401.903456,25.996,C1OC23CC4C(C2)N4C13,"InChI=1S/C7H9NO/c1-4-5-2-7(1)6(3-9-7)8(4)5/h4-6H,1-3H2	InChI=1S/C7H9NO/c1-4-5-2-7(1)6(3-9-7)8(4)5/h4-6H,1-3H2/t4-,5+,6-,7-,8?/m0/s1",C1OC23CC4C(C2)N4C13,train
dsgdb9nsd_041234,19,gdb,41234,3.27079,1.83866,1.72252,1.947,76.98,-0.2435,0.076,0.3195,877.6401,0.163506,-385.843213,-385.837217,-385.836273,-385.87309,26.653,C1OC2C3C4CC12CC34,"InChI=1S/C8H10O/c1-4-5-2-8(1)3-9-7(8)6(4)5/h4-7H,1-3H2	InChI=1S/C8H10O/c1-4-5-2-8(1)3-9-7(8)6(4)5/h4-7H,1-3H2/t4-,5+,6-,7-,8+/m1/s1",C1OC2C3C4CC12CC43,test
dsgdb9nsd_041235,18,gdb,41235,3.37668,1.86443,1.73072,2.3608,73.08,-0.2422,0.0667,0.3089,854.2416,0.151837,-401.881951,-401.876081,-401.875137,-401.911774,25.696,C1OC2C3C4CC12CN34,"InChI=1S/C7H9NO/c1-4-5-6-7(1,3-9-6)2-8(4)5/h4-6H,1-3H2	InChI=1S/C7H9NO/c1-4-5-6-7(1,3-9-6)2-8(4)5/h4-6H,1-3H2/t4-,5-,6-,7-,8?/m1/s1",C1OC2C3C4CC12CN43,train
dsgdb9nsd_041236,17,gdb,41236,3.3982,1.92058,1.77996,2.4835,69.84,-0.2365,0.0683,0.3047,829.8335,0.138967,-421.763036,-421.757238,-421.756294,-421.792806,25.345,C1OC2C3C4CC12OC34,"InChI=1S/C7H8O2/c1-3-4-5(3)9-7(1)2-8-6(4)7/h3-6H,1-2H2	InChI=1S/C7H8O2/c1-3-4-5(3)9-7(1)2-8-6(4)7/h3-6H,1-2H2/t3-,4+,5-,6-,7-/m1/s1",C1OC2C3C4CC12OC43,train
dsgdb9nsd_041238,18,gdb,41238,3.02358,2.09105,1.71447,1.1934,74.44,-0.2369,0.0542,0.2911,848.6411,0.150961,-401.841029,-401.835011,-401.834067,-401.871,26.056,C1C2C3OCC33CN2C13,"InChI=1S/C7H9NO/c1-4-6-7(3-9-6)2-8(4)5(1)7/h4-6H,1-3H2	InChI=1S/C7H9NO/c1-4-6-7(3-9-6)2-8(4)5(1)7/h4-6H,1-3H2/t4-,5+,6+,7-/m0/s1",C1C2C3OCC34CN2C14,train
dsgdb9nsd_041239,21,gdb,41239,2.83059,2.02843,1.64402,0.0632,85.63,-0.256,0.0962,0.3522,922.7306,0.186562,-349.892397,-349.886073,-349.885129,-349.92253,28.409,C1CC23CC4C(CC24)C13,"InChI=1S/C9H12/c1-2-9-4-6-5(7(1)9)3-8(6)9/h5-8H,1-4H2	InChI=1S/C9H12/c1-2-9-4-6-5(7(1)9)3-8(6)9/h5-8H,1-4H2/t5-,6-,7-,8+,9+/m1/s1",C1CC23CC4C(CC42)C13,train
dsgdb9nsd_041240,19,gdb,41240,2.90992,2.08985,1.67551,1.5561,78.01,-0.2366,0.0757,0.3123,878.1943,0.16235,-385.816139,-385.810003,-385.809059,-385.846185,27.041,C1CC23CC4C(OC24)C13,"InChI=1S/C8H10O/c1-2-8-3-4-6(5(1)8)9-7(4)8/h4-7H,1-3H2	InChI=1S/C8H10O/c1-2-8-3-4-6(5(1)8)9-7(4)8/h4-7H,1-3H2/t4-,5-,6-,7+,8+/m1/s1",C1CC23CC4C(OC42)C13,train
dsgdb9nsd_041241,20,gdb,41241,2.94532,2.01732,1.65687,1.603,81.83,-0.2255,0.0818,0.3073,900.998,0.174898,-365.925258,-365.919008,-365.918064,-365.955363,27.707,C1CC23CN4C(CC24)C13,"InChI=1S/C8H11N/c1-2-8-4-9-6(5(1)8)3-7(8)9/h5-7H,1-4H2	InChI=1S/C8H11N/c1-2-8-4-9-6(5(1)8)3-7(8)9/h5-7H,1-4H2/t5-,6+,7-,8+/m1/s1",C1CC23CN4C(CC42)C13,train
dsgdb9nsd_041242,18,gdb,41242,2.94432,2.11987,1.68893,1.6615,74.45,-0.2252,0.0625,0.2877,855.2982,0.150853,-401.855375,-401.849343,-401.848399,-401.88535,26.455,C1CC23NC4C(OC24)C13,"InChI=1S/C7H9NO/c1-2-7-3(1)5-4(8-7)6(7)9-5/h3-6,8H,1-2H2	InChI=1S/C7H9NO/c1-2-7-3(1)5-4(8-7)6(7)9-5/h3-6,8H,1-2H2/t3-,4-,5+,6+,7+/m1/s1",C1CC23NC4C(OC42)C13,train
dsgdb9nsd_041243,19,gdb,41243,2.89813,2.08007,1.67302,1.5957,77.84,-0.2333,0.0739,0.3072,880.161,0.162148,-385.809807,-385.803638,-385.802694,-385.839847,27.314,C1CC23OC4C(CC24)C13,"InChI=1S/C8H10O/c1-2-8-5(1)4-3-6(8)7(4)9-8/h4-7H,1-3H2	InChI=1S/C8H10O/c1-2-8-5(1)4-3-6(8)7(4)9-8/h4-7H,1-3H2/t4-,5+,6-,7+,8-/m0/s1",C1CC23OC4C(CC42)C13,train
dsgdb9nsd_041244,18,gdb,41244,2.94958,2.09698,1.68007,1.787,74.26,-0.2251,0.0597,0.2848,858.5709,0.150734,-401.851428,-401.845376,-401.844432,-401.881418,26.566,C1CC23OC4C(NC24)C13,"InChI=1S/C7H9NO/c1-2-7-3(1)4-5(9-7)6(7)8-4/h3-6,8H,1-2H2	InChI=1S/C7H9NO/c1-2-7-3(1)4-5(9-7)6(7)8-4/h3-6,8H,1-2H2/t3-,4+,5-,6+,7+/m1/s1",C1CC23OC4C(NC42)C13,train
dsgdb9nsd_041245,17,gdb,41245,2.97184,2.13853,1.6996,0.5963,70.54,-0.236,0.0548,0.2907,837.7128,0.137807,-421.731002,-421.725019,-421.724075,-421.760971,25.94,C1CC23OC4C(OC24)C13,"InChI=1S/C7H8O2/c1-2-7-3(1)4-5(9-7)6(7)8-4/h3-6H,1-2H2	InChI=1S/C7H8O2/c1-2-7-3(1)4-5(9-7)6(7)8-4/h3-6H,1-2H2/t3-,4+,5-,6+,7+/m1/s1",C1CC23OC4C(OC42)C13,train
dsgdb9nsd_041246,19,gdb,41246,2.90335,2.07421,1.68822,1.8122,77.8,-0.2378,0.0763,0.3141,875.3478,0.162716,-385.809115,-385.803052,-385.802108,-385.839085,26.82,C1OC23CC4C(CC24)C13,"InChI=1S/C8H10O/c1-4-5-2-8(6(1)5)7(4)3-9-8/h4-7H,1-3H2	InChI=1S/C8H10O/c1-4-5-2-8(6(1)5)7(4)3-9-8/h4-7H,1-3H2/t4-,5-,6+,7-,8+/m1/s1",C1OC23CC4C(CC42)C13,train
dsgdb9nsd_041247,17,gdb,41247,2.98133,2.13479,1.71591,2.0526,70.17,-0.2257,0.0587,0.2844,832.5702,0.138431,-421.729958,-421.724075,-421.723131,-421.759856,25.483,C1OC23CC4C(OC24)C13,"InChI=1S/C7H8O2/c1-3-5-4-2-8-7(1,4)6(3)9-5/h3-6H,1-2H2	InChI=1S/C7H8O2/c1-3-5-4-2-8-7(1,4)6(3)9-5/h3-6H,1-2H2/t3-,4-,5-,6+,7-/m1/s1",C1OC23CC4C(OC42)C13,train
dsgdb9nsd_041248,18,gdb,41248,2.9747,2.12692,1.71955,0.8186,74.03,-0.2218,0.0593,0.2811,846.9817,0.150765,-401.830065,-401.824085,-401.823141,-401.859974,26.197,C1OC23CC4C2CN4C13,"InChI=1S/C7H9NO/c1-5-4-2-8(5)6-3-9-7(1,4)6/h4-6H,1-3H2	InChI=1S/C7H9NO/c1-5-4-2-8(5)6-3-9-7(1,4)6/h4-6H,1-3H2/t4-,5-,6-,7-/m0/s1",C1OC23CC4C2CN4C13,train
dsgdb9nsd_041249,18,gdb,41249,3.01721,2.06019,1.70005,1.4607,74.26,-0.2382,0.0653,0.3035,854.6231,0.151007,-401.841887,-401.835888,-401.834944,-401.87184,26.127,C1OC23CN4C(CC24)C13,"InChI=1S/C7H9NO/c1-5-4-2-9-7(4)3-8(5)6(1)7/h4-6H,1-3H2	InChI=1S/C7H9NO/c1-5-4-2-9-7(4)3-8(5)6(1)7/h4-6H,1-3H2/t4-,5+,6-,7-/m1/s1",C1OC23CN4C(CC42)C13,train
dsgdb9nsd_041251,18,gdb,41251,2.99127,2.14437,1.76424,1.7516,74.36,-0.2336,0.0661,0.2997,838.2661,0.150935,-401.847001,-401.841032,-401.840088,-401.876907,25.987,C1C2C3CC4(COC24)N13,"InChI=1S/C7H9NO/c1-5-4-2-8(5)7(1)3-9-6(4)7/h4-6H,1-3H2	InChI=1S/C7H9NO/c1-5-4-2-8(5)7(1)3-9-6(4)7/h4-6H,1-3H2/t4-,5-,6-,7-/m0/s1",C1C2C3CC4(COC24)N13,train
